name,Borough,BUILDING,STREET,ZIPCODE,PHONE,cuisine_description,latitude,longitude,is_vegan,is_vegetarian,is_kids_friendly,ticket_price,Information
ABACKY POTLUCK,Manhattan,253,WEST   26 STREET,10001,2129293809,Asian/Asian Fusion,40.74663122,-73.99573417,0,1,0,22.72,The cuisine is Asian/Asian Fusion
JUST SALAD,Manhattan,233,BROADWAY,10279,2123555808,Salads,40.71225833,-74.00789239,1,1,1,42.14,The cuisine is Salads
PANDA GARDEN RESTAURANT,Brooklyn,9708,3 AVENUE,11209,7186801126,Chinese,40.61562357,-74.03427192,1,1,0,47.9,The cuisine is Chinese
CLUB W,Bronx,673,HUNTS POINT AVENUE,10474,7188934466,American,40.813878,-73.88517899,1,1,0,26.03,The cuisine is American
CONNIE O'S,Brooklyn,158,NORMAN AVENUE,11222,9175787959,American,40.72662943,-73.94807863,1,1,0,33.04,The cuisine is American
BLUE RIBBON BAR,Manhattan,34,DOWNING STREET,10014,2126910404,American,40.72925688,-74.00389308,0,0,0,14.98,The cuisine is American
TOMMY'S TAVERN & TAP,Staten Island,2655,RICHMOND AVENUE,10314,7184892201,American,40.58229742,-74.16905259,0,1,0,23.68,The cuisine is American
BAY RIDGE MANOR CATERING,Brooklyn,476,76 STREET,11209,7187488855,American,40.62911961,-74.0237016,0,1,0,11.51,The cuisine is American
"ROYAL QUEEN, THE REAL KTV",Queens,13620,ROOSEVELT AVE,11354,7183583388,Chinese,40.75977791,-73.82923543,0,1,0,40.96,The cuisine is Chinese
MARAVILLA'S BAR & GRILL,Bronx,254,SOUNDVIEW AVENUE,10473,7186187440,Spanish,40.81075682,-73.85563425,1,1,0,11.8,The cuisine is Spanish
GOLDEN STAR KITCHEN,Brooklyn,638,BLAKE AVENUE,11207,4694386991,Chinese,40.66775092,-73.8952868,0,0,1,13.44,The cuisine is Chinese
MARRAKECH,Brooklyn,1915,CONEY ISLAND AVENUE,11230,6072707777,Middle Eastern,40.61079724,-73.96252153,0,0,1,34.14,The cuisine is Middle Eastern
TWO TABLESPOONS,Manhattan,230,PARK AVENUE,10169,9174465688,Vegetarian,40.75450075,-73.97595043,1,1,1,19.31,The cuisine is Vegetarian
TOMPKINS SQUARE BAR,Manhattan,110,AVENUE A,10009,2126149798,American,40.72587423,-73.98364916,1,1,1,13,The cuisine is American
BRAZEN FOX KITCHEN AND BAR,Manhattan,106,3 AVENUE,10003,2123531063,American,40.7327037,-73.98761653,0,1,1,39.95,The cuisine is American
DANTE'S GOURMET FOOD,Manhattan,166,WILLIAM STREET,10038,2122332255,American,40.71028497,-74.00569187,1,1,0,20.47,The cuisine is American
"LAGUARDIA PLAZA HOTEL, PAVILLION GRILL",Queens,10404,DITMARS BOULEVARD,11369,7182691713,American,40.7677076,-73.86656919,1,1,1,27.63,The cuisine is American
ALTESI RISTORANTE,Manhattan,26,EAST   64 STREET,10065,2123552088,Italian,40.7668726,-73.96953441,0,1,1,24.29,The cuisine is Italian
NEW CHENG'S ORIENTAL EXPRESS,Queens,4213,BOWNE ST,11355,7184456888,Chinese,40.75687362,-73.82179639,1,1,1,22.66,The cuisine is Chinese
U LIKE CHINESE TAKE OUT,Manhattan,4926,BROADWAY,10034,2129426668,Chinese,40.86749422,-73.92172635,1,1,1,43.89,The cuisine is Chinese
SUENOS AMERICANO BAR RESTAURANT,Queens,3514/16,JUNCTION BLVD,,7185330028,Spanish,0,0,1,1,1,39.11,The cuisine is Spanish
MCCANN'S PUB,Queens,36-15,DITMARS BOULEVARD,11105,7182782621,Irish,40.77423141,-73.90800458,1,1,1,25.58,The cuisine is Irish
PARIS BAGUETTE CAFE,Manhattan,2568,BROADWAY,10025,2126780404,Bakery Products/Desserts,40.79501232,-73.97150066,1,1,1,17.69,The cuisine is Bakery Products/Desserts
RAZOR'S BAR & LOUNGE,Brooklyn,87,CENTRAL AVENUE,11206,6466898572,Spanish,40.7006541,-73.92966974,1,1,1,34.07,The cuisine is Spanish
CHARACTERS KTV,Brooklyn,6117,20 AVENUE,11204,9173198883,Chinese/Japanese,40.61863856,-73.9836323,0,1,0,37,The cuisine is Chinese/Japanese
PIZZERIA Y TORTERIA LOS TIGRES DEL BRONX,Bronx,626,MELROSE AVENUE,10455,3473589482,Latin American,40.8179456,-73.91690385,1,1,0,29.97,The cuisine is Latin American
HOT JALAPENO RESTAURANT,Manhattan,219,EAST  116 STREET,10029,6463516895,Mexican,40.79768422,-73.93939086,0,0,0,28.67,The cuisine is Mexican
LE TEA,Manhattan,1134,BROADWAY,10010,8322023419,Coffee/Tea,40.74354017,-73.98904722,0,1,1,48.86,The cuisine is Coffee/Tea
WING WAH RESTAURANT INC.,Queens,11720,ROCKAWAY BLVD,11420,9176221488,Chinese,40.67628465,-73.82025683,1,1,0,39.72,The cuisine is Chinese
BLAZE 718 JAMAICAN & AMERICAN RESTAURANT,Queens,10910,GUY R BREWER BLVD,11433,3477720641,Caribbean,40.69462021,-73.7898396,0,1,0,44.66,The cuisine is Caribbean
T-SWIRL CREPE,Queens,7023,AUSTIN ST,11375,9176607178,Japanese,40.72068349,-73.84621228,1,1,0,40.78,The cuisine is Japanese
FU LAI NO. 1 RESTAURANT,Brooklyn,7023,FORT HAMILTON PARKWAY,11228,7188333853,Chinese,40.62804536,-74.01307007,0,0,0,41.55,The cuisine is Chinese
KE LAI LE ASIAN CUISINE,Brooklyn,791A,WASHINGTON AVENUE,11238,7183997999,Asian/Asian Fusion,40.67295291,-73.96281452,1,1,1,21.62,The cuisine is Asian/Asian Fusion
MIGHTY QUINN'S,Manhattan,103,2 AVENUE,10003,2126773733,Barbecue,40.72748599,-73.98848342,1,1,1,14.84,The cuisine is Barbecue
RUSTIC TABLE,Manhattan,500,WEST   42 STREET,10036,2122440744,Mediterranean,40.75966059,-73.99559255,0,0,0,17.11,The cuisine is Mediterranean
ROYAL INDIA PALACE AND RESTAURANT,Queens,11808,ATLANTIC AVENUE,11419,7188467600,Indian,40.6938614,-73.82868368,1,1,1,21.55,The cuisine is Indian
ANTOJITOS MEXICANO,Manhattan,511,WEST  181 STREET,10033,2125688800,Spanish,40.84833943,-73.93139616,0,0,0,36.58,The cuisine is Spanish
UNCLE MARIO'S,Manhattan,739,9 AVENUE,10019,2124591234,Pizza,40.76338753,-73.98902589,1,1,1,24.32,The cuisine is Pizza
PEACEFOOD DOWNTOWN,Manhattan,41,EAST   11 STREET,10003,2129792288,Vegan,40.73323391,-73.99314791,0,0,1,29.92,The cuisine is Vegan
LA CEMITA MEXICAN GRILL,Brooklyn,6417,20 AVENUE,11204,7183762364,Mexican,40.6169535,-73.98539047,0,0,1,12.89,The cuisine is Mexican
CLINTON ST BAKING COMPANY,Brooklyn,55,WATER STREET,11201,9172246042,American,40.70329391,-73.99204736,1,1,1,36.66,The cuisine is American
PANERA BREAD,Manhattan,10,UNION SQUARE EAST,10003,2126772862,American,40.73469663,-73.9899255,0,1,1,45.31,The cuisine is American
LUNA CAFE LOUNGE,Manhattan,166,2 AVENUE,10003,2125334875,Middle Eastern,40.73006587,-73.98658511,1,1,0,27.35,The cuisine is Middle Eastern
GRUENEBAUM'S BAKERY & CAFE,Bronx,5663,RIVERDALE AVENUE,10471,7184324779,Jewish/Kosher,40.90609655,-73.90431219,0,1,1,21.57,The cuisine is Jewish/Kosher
MTEA,Queens,2301,41ST AVE,11101,6462362872,Coffee/Tea,40.75297823,-73.94049645,1,1,0,31.91,The cuisine is Coffee/Tea
RATHBONES PUB,Manhattan,1702,2 AVENUE,10128,2123697361,American,40.77932723,-73.95066963,0,0,0,11.51,The cuisine is American
LAKOU,Brooklyn,195,UTICA AVENUE,11213,3472950566,Coffee/Tea,40.67206796,-73.93080672,0,0,1,44.32,The cuisine is Coffee/Tea
HUSKY-P MEALS DIRECT,Queens,18417,140TH AVE,11413,7185251161,Caribbean,40.67236999,-73.75997431,0,0,1,21.41,The cuisine is Caribbean
"JUICE PRESS (EQUINOX, west 60th street)",Manhattan,10,COLUMBUS CIRCLE,10019,6469011321,"Juice, Smoothies, Fruit Salads",40.76780849,-73.98226697,1,1,1,33.08,"The cuisine is Juice, Smoothies, Fruit Salads"
STARLIGHT GRILL RESTAURANT & SWEETS,Queens,8002,ASTORIA BOULEVARD,11370,7185058800,Pakistani,40.76528574,-73.88883339,1,1,0,12.66,The cuisine is Pakistani
MARTINIELLO'S PIZZERIA,Queens,6298,FOREST AVE,11385,7184181112,Pizza,40.71091014,-73.90517781,0,1,1,49.63,The cuisine is Pizza
CARIBBEAN FIESTA,Manhattan,1544,MADISON AVENUE,10029,2128311400,Caribbean,40.79254305,-73.95029143,1,1,0,36.42,The cuisine is Caribbean
LUPITA RESTAURANT,Manhattan,2049,2 AVENUE,10029,6465904202,Mexican,40.79016809,-73.94277435,0,1,1,45.78,The cuisine is Mexican
HOME DELI & CATERING,Queens,7135,73RD PL,11385,7186284005,Sandwiches,40.70440219,-73.87626858,1,1,1,20.51,The cuisine is Sandwiches
FESTAC GRILL AND LOUNGE,Brooklyn,263,HENDRIX STREET,11207,3477393015,African,40.67571969,-73.89014412,1,1,0,38.25,The cuisine is African
THE WILD SON,Manhattan,53,LITTLE WEST   12 STREET,10014,2127277900,Spanish,40.74052663,-74.00850922,0,0,0,46.99,The cuisine is Spanish
ZENGO NYC,Manhattan,622,3 AVENUE,10017,2128088110,Latin American,40.74957378,-73.97532422,1,1,0,49.42,The cuisine is Latin American
HUMMUS MARKET,Brooklyn,361,GRAHAM AVENUE,11211,7185995600,Middle Eastern,40.71538795,-73.94453784,0,0,0,27.16,The cuisine is Middle Eastern
THE ROYAL RESTAURANT,Brooklyn,7609,5 AVENUE,11209,7187453444,American,40.6285406,-74.0230097,1,1,1,41.7,The cuisine is American
BLUE HAVEN EAST,Manhattan,493,3 AVENUE,10016,6466784200,American,40.74526513,-73.97844032,1,1,0,35.83,The cuisine is American
HUDSON'S MARKET @ SHERATON NEW YORK,Manhattan,811,7 AVENUE,10019,2128416569,American,40.76266753,-73.98209507,1,1,1,34.12,The cuisine is American
NEW PEKING KITCHEN,Queens,7715,37TH AVE,11372,7184269789,Chinese,40.74928369,-73.88874109,1,1,0,17.2,The cuisine is Chinese
GOURMET PARK,Manhattan,119,EAST   60 STREET,10022,2129358500,Sandwiches,40.76318886,-73.96850007,0,1,0,32.02,The cuisine is Sandwiches
"MEZZE CAFE AND BAR, MEZZE EXPRESS",Queens,0,JFK INTERNATIONAL AIRPORT TERM,11430,9176840703,Sandwiches/Salads/Mixed Buffet,40.64831283,-73.7882815,1,1,0,30.91,The cuisine is Sandwiches/Salads/Mixed Buffet
EVA'S EXPRESS,Manhattan,684,3 AVENUE,10017,2128675545,Sandwiches/Salads/Mixed Buffet,40.75165122,-73.97381477,0,0,1,46.12,The cuisine is Sandwiches/Salads/Mixed Buffet
TENG DRAGON ON NY,Manhattan,2923,8 AVENUE,10039,9174978532,Chinese,40.82899521,-73.93740372,0,0,1,10.92,The cuisine is Chinese
VEGGIES NATURAL JUICE BAR & CAFE,Brooklyn,1209,NOSTRAND AVENUE,11225,3473651669,Vegetarian,40.65767622,-73.9502986,0,1,1,43.98,The cuisine is Vegetarian
COUNTRY BOYZ JERK YARD RESTAURANT,Bronx,1182,EAST GUNHILL ROAD,10469,7182316560,Caribbean,40.87308928,-73.85301428,0,0,0,23.68,The cuisine is Caribbean
GOLDEN STEAMER,Manhattan,143,MOTT STREET,10013,2122261886,Bakery Products/Desserts,40.71868131,-73.99664505,1,1,1,33.24,The cuisine is Bakery Products/Desserts
CANTINA TAQUERIA & TEQUILA BAR,Manhattan,329,LENOX AVENUE,10027,2126347665,Mexican,40.80875651,-73.94477762,1,1,1,41.88,The cuisine is Mexican
SILVER SPOON RESTAURANT,Queens,207-12,HOLLIS AVENUE,11429,7184683624,Caribbean,40.70755025,-73.7498705,1,1,1,40.22,The cuisine is Caribbean
NANA THAI STREET,Manhattan,31,EAST   21 STREET,10010,212_420_75,Thai,40.73959869,-73.98894683,0,1,1,12.05,The cuisine is Thai
GENERAL TSO'S CHINESE RESTAURANT,Bronx,1215,WHITE PLAINS ROAD,10472,7182398888,Chinese,40.83110034,-73.86189928,0,0,0,39.8,The cuisine is Chinese
CAFE 575,Manhattan,575,5 AVENUE,10017,2122041086,Coffee/Tea,40.75638411,-73.9782057,1,1,0,28.69,The cuisine is Coffee/Tea
PROVINI CAFE,Brooklyn,1302,8 AVENUE,11215,7183692154,Italian,40.6632464,-73.98131446,0,1,1,23.11,The cuisine is Italian
BOSTON ROAD CHINA,Bronx,3483,BOSTON ROAD,10469,7188819888,Chinese,40.8768034,-73.84709011,0,0,0,42.68,The cuisine is Chinese
ELEGANTE RESTAURANT,Queens,9201,ROCKAWAY BEACH BOULEVARD,11693,7186343914,Pizza,40.58637445,-73.81560334,1,1,0,24.89,The cuisine is Pizza
2 BROS PIZZA,Manhattan,755,6 AVENUE,10010,2122391117,Pizza,40.744276,-73.99181149,0,0,0,12.72,The cuisine is Pizza
BEST CHINESE RESTAURANT,Bronx,4004A,BOSTON ROAD,10475,7183792438,Chinese,40.88443594,-73.83289216,0,1,1,14.03,The cuisine is Chinese
GOLD ROOM BK,Brooklyn,429,ROGERS AVENUE,11225,9175495564,Soul Food,40.66205007,-73.95367626,1,1,1,40.73,The cuisine is Soul Food
FALAFEL OFF THE KORNER,Brooklyn,1675,EAST    2 STREET,11223,7186274122,Jewish/Kosher,40.60849703,-73.97182189,0,0,1,38,The cuisine is Jewish/Kosher
PANDA HOUSE,Brooklyn,530D,CONDUIT BOULEVARD,11208,7182777700,Chinese,40.676947,-73.86957436,1,1,0,47.13,The cuisine is Chinese
GOLDEN BIRD CHINESE RESTAURANT,Brooklyn,1669,NOSTRAND AVENUE,11226,7186938810,Chinese,40.6454998,-73.94899243,1,1,1,12.72,The cuisine is Chinese
Q & I BAKERY,Brooklyn,6516,11 AVENUE,11219,7182382638,Bakery Products/Desserts,40.62848236,-74.00609917,0,0,0,22.07,The cuisine is Bakery Products/Desserts
ADDICTIVE WINE BAR & TAPAS 1,Queens,8701,NORTHERN BLVD,11372,3478320951,Tapas,40.75606329,-73.88058306,1,1,0,49.96,The cuisine is Tapas
CAFE ATELIER (ART STUDENTS LEAGUE),Manhattan,215,WEST   57 STREET,10019,2122474510,American,40.76588694,-73.98089567,1,1,1,32.82,The cuisine is American
MOE'S SOUTHWEST GRILL,Staten Island,2397,HYLAN BOULEVARD,10306,7189798226,Mexican,40.57254252,-74.10768059,1,1,1,44.3,The cuisine is Mexican
KABU BAR & LOUNGE,Queens,8509,NORTHERN BOULEVARD,11372,7184298113,Latin American,40.75587302,-73.88238816,0,0,0,29.3,The cuisine is Latin American
TUNG THONG 181,Manhattan,812,WEST  181 STREET,10033,2125685888,Thai,40.85104719,-73.93882876,0,1,1,49.77,The cuisine is Thai
KENNEDY FRIED CHICKEN & PIZZA,Bronx,1708,DR MARTIN L KING JR BOULEVARD,,3478624713,Chicken,0,0,1,1,0,31.06,The cuisine is Chicken
LAVATERA MEDITERRANEAN GRILL,Brooklyn,17,OLD FULTON STREET,11201,3477992217,Mediterranean,40.70259409,-73.9936632,0,0,0,29.53,The cuisine is Mediterranean
BANGKOK CUISINE,Manhattan,1586,2 AVENUE,10028,2129881112,Thai,40.77548849,-73.95346706,0,0,0,21.49,The cuisine is Thai
THE PENN CLUB,Manhattan,30,WEST   44 STREET,10036,2124036630,American,40.75524829,-73.98108642,0,1,0,25.33,The cuisine is American
CHINA KING OGDEN RESTAURANT,Bronx,1377,OGDEN AVENUE,10452,7189928888,Chinese,40.84199476,-73.92448879,1,1,1,33.46,The cuisine is Chinese
KEVIN'S,Brooklyn,277,VAN BRUNT AVENUE,,7185968335,American,0,0,0,0,1,47.9,The cuisine is American
CALI AJI CON SABOR RESTAURANT,Queens,98-15,ASTORIA BOULEVARD,11369,7184768935,Latin American,40.76229189,-73.87111405,1,1,1,19.44,The cuisine is Latin American
PINO'S LA FORCHETTA,Brooklyn,181,7 AVENUE,11215,7189654020,Pizza,40.67137306,-73.97782623,1,1,0,38.48,The cuisine is Pizza
CHUCK E. CHEESE'S,Staten Island,1775,SOUTH AVENUE,10314,7184941395,Pizza,40.60162137,-74.19297001,0,0,1,26.6,The cuisine is Pizza
96 FAVOR TASTE RESTAURANT,Queens,13541,37TH AVE,11354,7184609699,Chinese,40.76135695,-73.8316391,1,1,1,31.49,The cuisine is Chinese
BALABOOSTA,Manhattan,611,HUDSON STREET,10014,2123901545,Mediterranean,40.73763657,-74.00568339,1,1,1,22.23,The cuisine is Mediterranean
VIP COFFEE II,Brooklyn,2214,86 STREET,11214,7183300889,Chinese,40.60170971,-73.99345315,1,1,0,32.24,The cuisine is Chinese
ROSA'S PIZZA & PASTA,Queens,6265,FRESH POND ROAD,11385,7184977672,Pizza,40.7124487,-73.90045748,0,1,1,22.42,The cuisine is Pizza
GREY CAFE,Queens,19519,NORTHERN BLVD,11358,7182292342,,40.75795229,-73.78641201,0,1,0,48.61,
MITI MITI TAPERIA,Brooklyn,138,5 AVENUE,11217,7182303760,Mexican,40.67867163,-73.97894144,1,1,1,12.7,The cuisine is Mexican
GUPSHUP,Manhattan,113,EAST   18 STREET,10003,2125187313,Indian,40.73679342,-73.98774568,0,0,0,39.3,The cuisine is Indian
HOUSE OF WARIS BOTANICALS,Manhattan,242,TENTH AVENUE,10001,3127312754,Coffee/Tea,40.7484373,-74.0036127,0,1,1,20.34,The cuisine is Coffee/Tea
PAPA JOHN'S,Brooklyn,138,4 AVENUE,11217,7188527272,Pizza,40.68022556,-73.98114744,1,1,0,31.58,The cuisine is Pizza
FRUITEA,Queens,5705,MAIN ST,11355,7184450055,"Juice, Smoothies, Fruit Salads",40.7463541,-73.82614098,0,0,0,22.6,"The cuisine is Juice, Smoothies, Fruit Salads"
THE GREAT NORTHERN DELI AND DANISH DOGS,Manhattan,89,EAST   42 STREET,10017,6462799871,Scandinavian,40.75209393,-73.97760435,0,0,1,28.06,The cuisine is Scandinavian
NEW UP UP RESTAURANT,Brooklyn,5623,8 AVENUE,11220,9173096992,Chinese,40.63757026,-74.00737549,1,1,0,31.3,The cuisine is Chinese
KENNEDY CHICKEN,Queens,1850,COLLEGE POINT BLVD,11356,7188869333,Chicken,40.78293431,-73.84588018,0,1,1,10.58,The cuisine is Chicken
"TWIN DONUT, BLIMPIES",Bronx,196,EAST  161 STREET,10451,7189937050,Bagels/Pretzels,40.82642445,-73.92128704,1,1,1,21.7,The cuisine is Bagels/Pretzels
HELL'S CHICKEN,Manhattan,641,10 AVENUE,10036,2127571120,Chicken,40.7618124,-73.99388858,1,1,1,24.09,The cuisine is Chicken
BALVANERA,Manhattan,152,STANTON STREET,10002,2125333348,Spanish,40.72053041,-73.98544344,1,1,0,22.8,The cuisine is Spanish
ROAST N CO,Queens,10012,QUEENS BLVD,11375,7182636000,Coffee/Tea,40.72686052,-73.85348959,1,1,0,32.35,The cuisine is Coffee/Tea
SOHO ROOM,Manhattan,203,SPRING STREET,10012,2123343855,American,40.72530717,-74.00349238,1,1,1,13.87,The cuisine is American
JACOB SOUL FOOD RESTAURANT,Manhattan,373,LENOX AVENUE,10027,2128663663,Soul Food,40.81011193,-73.94378307,0,0,0,38.59,The cuisine is Soul Food
TALK OF THE TOWN,Staten Island,24,GIFFORDS LANE,10308,7189489442,Bottled Beverages,40.55145818,-74.15044962,0,0,0,23.22,The cuisine is Bottled Beverages
CROSSBAY DELI & GRILL,Queens,10510,CROSSBAY BLVD,11417,7188488887,Sandwiches,40.67979772,-73.84447901,1,1,1,14.4,The cuisine is Sandwiches
JUDGE ROY BEAN,Manhattan,38,WEST   56 STREET,10019,2122628300,American,40.76283655,-73.97579579,1,1,0,36.86,The cuisine is American
COUNTRY BAY PIZZA,Bronx,3233,AMPERE AVENUE,10465,9297779555,Pizza,40.84619824,-73.81964052,0,0,1,32.54,The cuisine is Pizza
FUSION HK BAR-GRILL,Manhattan,688,10 AVENUE,10019,2129560185,Mexican,40.76355799,-73.99258885,0,0,0,26.07,The cuisine is Mexican
FANTASY BAR AND RESTAURANT,Bronx,23,EAST TREMONT AVENUE,10453,9175642040,Spanish,40.85157626,-73.9088334,0,0,0,40.3,The cuisine is Spanish
OOH LALA RESTAURANT & BAKERY,Brooklyn,363,UTICA AVENUE,11213,7184848811,Caribbean,40.6656922,-73.93140812,1,1,0,13.7,The cuisine is Caribbean
OVEST PIZZOTECA,Manhattan,513,WEST   27 STREET,10001,2129674392,Pizza,40.7506386,-74.00334574,0,1,1,12.81,The cuisine is Pizza
CANCUN CAFE,Queens,8605,JAMAICA AVE,11421,3477206177,Mexican,40.69258402,-73.85803671,0,1,1,48.15,The cuisine is Mexican
CAFE NALA,Queens,709,SENECA AVENUE,11385,3477729487,American,40.70269418,-73.90748334,0,0,0,45.78,The cuisine is American
DISTRICT SOCIAL,Manhattan,252,WEST   37 STREET,10018,2129949599,American,40.75350655,-73.99072754,1,1,0,49.66,The cuisine is American
ANDAZ 5TH AVENUE,Manhattan,485,5 AVENUE,10017,6462136785,American,40.75300584,-73.98121339,1,1,1,13.75,The cuisine is American
CAFE PATORO,Manhattan,223,FRONT STREET,10038,9172620031,Bakery Products/Desserts,40.70746621,-74.00221822,1,1,0,24.38,The cuisine is Bakery Products/Desserts
MOTHERS SEAFOOD & MORE,Brooklyn,3814,CHURCH AVENUE,11203,3474420400,Seafood,40.65116976,-73.94165793,1,1,0,29.24,The cuisine is Seafood
LITTLE ITALY PIZZA,Manhattan,214,WEST   92 STREET,10025,2125947817,Pizza,40.79173541,-73.97283469,1,1,0,29.89,The cuisine is Pizza
AFGHAN CHAI KHANA,Queens,2310,31ST ST,11105,7187215020,Afghan,40.77405708,-73.91324725,1,1,1,25.63,The cuisine is Afghan
FAMOUS ROTISSERIE AND GRILL,Queens,90-15,QUEENS BOULEVARD,11373,9174346866,Chinese,40.73384018,-73.87157703,1,1,1,45.66,The cuisine is Chinese
CURRY IN A HURRY,Manhattan,119,LEXINGTON AVENUE,10016,2126830900,Indian,40.74277629,-73.98234222,0,1,0,36.25,The cuisine is Indian
COLOR ME GREENS,Brooklyn,1522,MYRTLE AVENUE,11237,7184503469,American,40.69936894,-73.91281106,1,1,1,18.74,The cuisine is American
AMC THEATRES,Manhattan,570,2 AVENUE,10016,2124470638,American,40.74305532,-73.97704443,0,1,1,12.46,The cuisine is American
VIN SUR VINGT,Manhattan,201,WEST   11 STREET,10014,2129244442,French,40.73654154,-74.00122326,0,1,0,41.04,The cuisine is French
NUEVO DON FRANCISCO RESTAURANT,Queens,4056,JUNCTION BLVD,11368,7186392665,Latin American,40.74804391,-73.86876695,0,1,0,16.31,The cuisine is Latin American
TACO BELL,Queens,5729,MYRTLE AVE,11385,7184177308,Tex-Mex,40.70047246,-73.90272227,1,1,0,42.72,The cuisine is Tex-Mex
THE MEZZ (GOOGLE),Manhattan,75,9 AVENUE,10011,2019957153,American,40.74186904,-74.00471301,1,1,0,36.24,The cuisine is American
CHASERS,Queens,6063,FLUSHING AVENUE,11378,7183262973,Irish,40.72012192,-73.90557952,0,1,1,34.93,The cuisine is Irish
BUONO BAKERY,Staten Island,1117,HYLAN BOULEVARD,10305,7184483229,Bakery Products/Desserts,40.59856939,-74.07995211,0,1,1,45.46,The cuisine is Bakery Products/Desserts
STARBUCKS COFFEE # 26528,Manhattan,1040,6 AVENUE,10018,2123022132,Coffee/Tea,40.75301743,-73.98541105,1,1,0,43.39,The cuisine is Coffee/Tea
SHUN WON FLUSHING,Queens,4127,MAIN ST,11355,7184606118,Chinese,40.75738972,-73.82907192,1,1,1,39.21,The cuisine is Chinese
SOM BO,Manhattan,143,8TH AVE,10011,9173856399,Asian/Asian Fusion,40.74175111,-74.0010754,1,1,1,36.84,The cuisine is Asian/Asian Fusion
BLACK ANT,Manhattan,60,2 AVENUE,10003,2125980300,Mexican,40.72582003,-73.98967791,1,1,1,10.42,The cuisine is Mexican
INDIAN SPICE,Brooklyn,351,7 AVENUE,11215,7187687777,Indian,40.66614502,-73.98218236,0,0,1,22.53,The cuisine is Indian
AMY'S BREAD,Manhattan,75,NINTH AVENUE,10011,2124624338,Bakery Products/Desserts,40.74186904,-74.00471301,1,1,0,45.1,The cuisine is Bakery Products/Desserts
OCEANA,Manhattan,120,WEST   49 STREET,10019,2127595941,Seafood,40.75960433,-73.9817241,1,1,1,20.52,The cuisine is Seafood
TSUSHIMA,Manhattan,210,EAST   44 STREET,10017,2122071938,Japanese,40.75184043,-73.97301344,1,1,1,31.52,The cuisine is Japanese
BELLEROSE FAMOUS PIZZA,Queens,24822,UNION TURNPIKE,11426,7183472100,Pizza,40.74244012,-73.72170239,0,1,1,35.52,The cuisine is Pizza
RAKU RESTAURANT,Manhattan,48,MACDOUGAL STREET,10012,2129894797,Japanese,40.72731362,-74.00273843,0,0,0,24.64,The cuisine is Japanese
UNCLE PAULS PIZZA NY,Manhattan,70,VANDERBILT AVENUE,10017,2129221200,Pizza,40.75466012,-73.97675527,0,1,0,37.23,The cuisine is Pizza
OLIGARCH,Queens,8615,LEFFERTS BLVD,11418,7188801406,Jewish/Kosher,40.70084522,-73.83128038,0,1,1,16.25,The cuisine is Jewish/Kosher
COSME,Manhattan,35,EAST   21 STREET,10010,2129139659,Mexican,40.73956849,-73.98887105,0,0,1,14.87,The cuisine is Mexican
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Brooklyn,918B,FULTON STREET,11238,7187891833,Caribbean,40.68291416,-73.96425837,0,0,1,17.44,The cuisine is Caribbean
BOIL BOIL RAMEN,Manhattan,1000,8 AVENUE,10019,8475279730,Asian/Asian Fusion,40.76681223,-73.98280875,0,0,1,16.49,The cuisine is Asian/Asian Fusion
HIMALAYAN YAK RESTAURANT,Queens,7220,ROOSEVELT AVENUE,11372,7187791119,Indian,40.74664474,-73.89321707,1,1,1,12.16,The cuisine is Indian
